load_1_0,load_2_1,load_3_2,load_4_3,load_5_4,load_8_5,load_9_6,load_10_7,load_11_8,load_12_9,load_13_10 
21.9,92.6,49.3,7.8,10.6,29.4,8.5,3.4,5.9,13.9,14.7
21.8,92.2,49.1,7.8,10.5,29.3,8.5,3.3,5.9,13.9,14.6
21.8,91.9,48.9,7.7,10.5,29.1,8.4,3.3,5.8,13.8,14.6
21.7,91.6,48.8,7.7,10.4,29.0,8.4,3.3,5.8,13.8,14.5
21.6,91.3,48.6,7.7,10.4,28.9,8.4,3.3,5.8,13.7,14.4
21.6,91.1,48.5,7.6,10.4,28.8,8.4,3.3,5.8,13.7,14.4
21.5,90.9,48.4,7.6,10.3,28.7,8.3,3.3,5.7,13.6,14.4
21.5,90.7,48.4,7.6,10.3,28.6,8.3,3.3,5.7,13.6,14.3
21.5,90.6,48.3,7.6,10.3,28.6,8.3,3.3,5.7,13.6,14.3
21.5,90.5,48.2,7.6,10.3,28.5,8.3,3.3,5.7,13.6,14.3
21.4,90.4,48.2,7.6,10.2,28.4,8.3,3.3,5.7,13.6,14.3
21.4,90.3,48.1,7.6,10.2,28.4,8.2,3.3,5.7,13.6,14.3
21.3,90.2,48.0,7.6,10.2,28.3,8.2,3.3,5.7,13.6,14.2
21.3,90.1,48.0,7.5,10.2,28.3,8.2,3.2,5.6,13.5,14.2
21.3,90.0,47.9,7.5,10.2,28.2,8.2,3.2,5.6,13.5,14.2
21.2,89.9,47.8,7.5,10.2,28.2,8.2,3.2,5.6,13.5,14.2
21.2,89.8,47.8,7.5,10.1,28.1,8.1,3.2,5.6,13.5,14.2
21.2,89.8,47.7,7.5,10.1,28.1,8.1,3.2,5.6,13.5,14.1
21.2,89.8,47.7,7.5,10.1,28.1,8.1,3.2,5.6,13.5,14.1
21.2,89.8,47.7,7.5,10.1,28.1,8.1,3.2,5.6,13.4,14.1
21.2,89.8,47.6,7.5,10.1,28.0,8.1,3.2,5.5,13.4,14.1
21.2,89.8,47.6,7.5,10.1,28.0,8.1,3.2,5.5,13.4,14.1
21.2,89.8,47.6,7.5,10.1,28.0,8.1,3.2,5.5,13.4,14.1
21.2,89.8,47.6,7.5,10.1,28.0,8.1,3.2,5.5,13.4,14.1
21.2,89.9,47.5,7.5,10.0,27.9,8.1,3.2,5.5,13.3,14.1
21.2,90.0,47.5,7.5,10.0,27.9,8.1,3.2,5.5,13.3,14.1
21.2,90.0,47.5,7.5,10.0,27.9,8.1,3.2,5.5,13.3,14.1
21.2,90.2,47.5,7.5,10.0,27.9,8.1,3.2,5.5,13.3,14.1
21.2,90.3,47.5,7.5,10.0,27.9,8.1,3.2,5.5,13.3,14.1
21.2,90.5,47.5,7.5,10.0,27.9,8.1,3.2,5.5,13.3,14.2
21.3,90.7,47.5,7.5,10.0,27.9,8.0,3.2,5.5,13.3,14.2
21.3,91.1,47.6,7.5,10.0,27.9,8.0,3.2,5.5,13.3,14.2
21.4,91.4,47.7,7.5,10.0,27.9,8.0,3.2,5.5,13.3,14.3
21.5,91.9,47.8,7.5,10.1,27.9,8.0,3.2,5.5,13.3,14.3
21.6,92.5,47.9,7.5,10.1,28.0,8.0,3.2,5.5,13.4,14.4
21.7,93.2,48.1,7.5,10.1,28.1,8.1,3.2,5.5,13.4,14.5
21.8,93.9,48.3,7.6,10.1,28.1,8.1,3.2,5.5,13.4,14.5
21.9,94.7,48.6,7.6,10.2,28.2,8.1,3.2,5.5,13.4,14.7
22.1,95.5,48.9,7.6,10.2,28.4,8.1,3.2,5.5,13.5,14.8
22.2,96.3,49.1,7.7,10.3,28.5,8.2,3.2,5.5,13.5,14.9
22.3,97.1,49.4,7.7,10.3,28.6,8.2,3.2,5.6,13.6,15.0
22.3,97.7,49.8,7.8,10.4,28.8,8.3,3.2,5.6,13.6,15.1
22.4,98.3,50.1,7.8,10.5,29.0,8.3,3.3,5.6,13.7,15.2
22.5,98.9,50.4,7.9,10.6,29.1,8.4,3.3,5.6,13.7,15.3
22.5,99.4,50.7,8.0,10.7,29.4,8.5,3.3,5.7,13.8,15.4
22.6,99.9,51.1,8.0,10.8,29.6,8.6,3.3,5.7,13.9,15.5
22.6,100.4,51.4,8.1,10.9,29.9,8.7,3.3,5.7,14.0,15.6
22.7,100.9,51.8,8.2,11.1,30.3,8.8,3.4,5.8,14.1,15.7
22.8,101.4,52.1,8.3,11.2,30.6,8.9,3.4,5.9,14.2,15.8
22.9,101.9,52.4,8.3,11.3,31.0,9.1,3.5,5.9,14.3,15.9
23.0,102.3,52.7,8.4,11.4,31.4,9.2,3.5,6.0,14.5,16.0
23.0,102.7,52.9,8.4,11.5,31.7,9.3,3.5,6.1,14.6,16.1
23.0,102.9,53.0,8.4,11.6,32.0,9.4,3.6,6.2,14.7,16.1
23.0,103.1,53.1,8.5,11.7,32.2,9.5,3.6,6.2,14.8,16.1
23.0,103.1,53.1,8.5,11.7,32.3,9.5,3.6,6.3,14.9,16.1
23.0,103.0,53.0,8.5,11.8,32.3,9.6,3.7,6.4,15.0,16.1
22.9,102.9,52.9,8.4,11.8,32.3,9.6,3.7,6.5,15.1,16.1
22.8,102.7,52.7,8.4,11.8,32.3,9.6,3.7,6.5,15.2,16.0
22.8,102.5,52.5,8.4,11.8,32.2,9.6,3.7,6.6,15.2,16.0
22.7,102.3,52.4,8.4,11.7,32.2,9.6,3.7,6.6,15.3,16.0
22.6,102.0,52.2,8.3,11.7,32.1,9.5,3.7,6.6,15.3,15.9
22.5,101.8,52.0,8.3,11.7,32.0,9.5,3.7,6.6,15.3,15.9
22.4,101.5,51.9,8.3,11.7,31.9,9.5,3.7,6.6,15.3,15.8
22.3,101.2,51.7,8.3,11.6,31.8,9.5,3.7,6.6,15.2,15.8
22.3,101.0,51.5,8.2,11.6,31.7,9.4,3.6,6.5,15.2,15.8
22.2,100.7,51.3,8.2,11.5,31.6,9.4,3.6,6.5,15.1,15.7
22.1,100.5,51.0,8.2,11.5,31.4,9.4,3.6,6.5,15.0,15.7
22.0,100.2,50.8,8.1,11.4,31.3,9.3,3.6,6.4,15.0,15.6
22.0,99.9,50.6,8.1,11.4,31.1,9.2,3.6,6.4,14.9,15.6
21.9,99.6,50.3,8.1,11.3,31.0,9.2,3.5,6.4,14.8,15.5
21.8,99.3,50.0,8.0,11.3,30.8,9.1,3.5,6.3,14.7,15.5
21.7,99.0,49.8,8.0,11.2,30.7,9.1,3.5,6.3,14.6,15.4
21.5,98.6,49.5,8.0,11.2,30.5,9.0,3.5,6.3,14.5,15.4
21.4,98.3,49.2,7.9,11.1,30.3,9.0,3.4,6.2,14.4,15.3
21.3,98.0,49.0,7.9,11.1,30.2,8.9,3.4,6.2,14.4,15.2
21.2,97.6,48.7,7.8,11.0,30.0,8.9,3.4,6.2,14.3,15.2
21.1,97.3,48.5,7.8,11.0,29.9,8.9,3.4,6.1,14.2,15.1
21.0,97.1,48.3,7.8,11.0,29.8,8.8,3.4,6.1,14.2,15.1
21.0,96.8,48.2,7.8,10.9,29.7,8.8,3.4,6.1,14.1,15.0
20.9,96.6,48.1,7.7,10.9,29.6,8.8,3.4,6.1,14.1,15.0
20.9,96.3,47.9,7.7,10.9,29.5,8.7,3.3,6.0,14.0,14.9
20.8,96.1,47.8,7.7,10.9,29.4,8.7,3.3,6.0,14.0,14.9
20.8,95.9,47.6,7.7,10.8,29.4,8.7,3.3,6.0,13.9,14.9
20.7,95.6,47.5,7.7,10.8,29.3,8.7,3.3,6.0,13.9,14.8
20.6,95.3,47.3,7.6,10.8,29.2,8.6,3.3,5.9,13.8,14.8
20.6,95.1,47.1,7.6,10.7,29.1,8.6,3.3,5.9,13.7,14.7
20.5,94.9,47.0,7.6,10.7,29.0,8.6,3.3,5.9,13.7,14.7
20.5,94.7,46.8,7.6,10.7,28.9,8.6,3.2,5.9,13.6,14.7
20.4,94.5,46.7,7.5,10.7,28.9,8.5,3.2,5.8,13.6,14.6
20.4,94.4,46.6,7.5,10.7,28.8,8.5,3.2,5.8,13.6,14.6
20.3,94.3,46.5,7.5,10.7,28.7,8.5,3.2,5.8,13.6,14.6
20.3,94.4,46.5,7.5,10.7,28.7,8.5,3.2,5.8,13.6,14.6
20.3,94.5,46.6,7.5,10.7,28.8,8.5,3.2,5.8,13.6,14.6
20.4,94.8,46.8,7.5,10.7,28.8,8.5,3.2,5.8,13.6,14.7
20.5,95.2,47.0,7.6,10.8,29.0,8.6,3.3,5.9,13.7,14.7
20.6,95.8,47.3,7.6,10.9,29.2,8.7,3.3,5.9,13.8,14.8
20.7,96.5,47.7,7.7,11.0,29.5,8.7,3.3,6.0,13.9,14.9
20.8,97.2,48.1,7.8,11.1,29.8,8.8,3.3,6.1,14.1,15.0
21.0,97.8,48.5,7.8,11.2,30.0,8.9,3.4,6.1,14.2,15.1
21.1,98.4,48.8,7.9,11.3,30.3,9.0,3.4,6.2,14.3,15.2
21.2,98.8,49.0,7.9,11.3,30.5,9.0,3.4,6.2,14.4,15.2
21.3,98.9,49.2,7.9,11.4,30.5,9.0,3.4,6.3,14.4,15.3
21.3,98.9,49.2,7.9,11.4,30.5,9.0,3.4,6.3,14.4,15.2
21.3,98.7,49.1,7.9,11.4,30.5,9.0,3.4,6.3,14.4,15.2
21.3,98.5,49.0,7.9,11.3,30.4,9.0,3.4,6.2,14.3,15.2
21.3,98.3,48.9,7.9,11.3,30.3,9.0,3.4,6.2,14.3,15.2
21.3,98.2,48.9,7.9,11.3,30.3,9.0,3.4,6.2,14.3,15.1
21.3,98.2,48.9,7.9,11.3,30.3,8.9,3.4,6.2,14.2,15.1
21.3,98.3,48.9,7.9,11.3,30.3,9.0,3.4,6.2,14.3,15.1
21.4,98.5,49.0,7.9,11.4,30.3,9.0,3.4,6.2,14.3,15.1
21.4,98.7,49.1,7.9,11.4,30.4,9.0,3.4,6.2,14.3,15.2
21.4,98.8,49.1,7.9,11.4,30.4,9.0,3.4,6.2,14.3,15.2
21.4,98.9,49.1,7.9,11.4,30.4,9.0,3.4,6.2,14.3,15.2
21.4,98.9,49.0,7.9,11.4,30.3,9.0,3.4,6.2,14.3,15.2
21.3,98.8,48.9,7.9,11.4,30.2,9.0,3.4,6.2,14.3,15.2
21.3,98.6,48.7,7.9,11.3,30.1,8.9,3.4,6.2,14.2,15.2
21.2,98.3,48.4,7.8,11.2,30.0,8.9,3.4,6.1,14.2,15.1
21.1,97.9,48.1,7.8,11.2,29.8,8.8,3.3,6.1,14.1,15.1
21.0,97.5,47.8,7.7,11.1,29.6,8.8,3.3,6.0,14.0,15.0
20.9,97.0,47.5,7.7,11.0,29.4,8.7,3.3,6.0,13.8,14.9
20.7,96.4,47.2,7.6,10.9,29.2,8.6,3.3,5.9,13.7,14.8
20.6,95.9,46.9,7.6,10.9,29.0,8.6,3.2,5.9,13.6,14.8
20.5,95.5,46.6,7.5,10.8,28.8,8.5,3.2,5.8,13.5,14.7
20.5,95.1,46.4,7.5,10.8,28.6,8.5,3.2,5.8,13.4,14.6
20.4,94.9,46.2,7.5,10.7,28.5,8.4,3.2,5.8,13.3,14.6
20.3,94.9,46.1,7.5,10.7,28.4,8.4,3.2,5.7,13.3,14.6
20.3,95.0,46.0,7.5,10.7,28.3,8.4,3.2,5.7,13.3,14.6
20.3,95.2,46.0,7.5,10.7,28.3,8.4,3.2,5.7,13.3,14.6
20.3,95.5,46.0,7.5,10.7,28.2,8.5,3.2,5.7,13.3,14.6
20.3,95.7,46.0,7.5,10.7,28.2,8.5,3.2,5.7,13.4,14.7
20.3,95.9,45.9,7.5,10.6,28.2,8.5,3.2,5.7,13.4,14.7
20.3,96.0,45.9,7.5,10.6,28.2,8.5,3.2,5.7,13.4,14.7
20.3,96.0,45.8,7.5,10.6,28.1,8.5,3.2,5.7,13.4,14.7
20.3,96.0,45.8,7.4,10.6,28.1,8.5,3.1,5.7,13.3,14.7
20.2,95.9,45.7,7.4,10.6,28.0,8.5,3.1,5.7,13.3,14.7
20.2,95.8,45.6,7.4,10.6,28.0,8.4,3.1,5.7,13.3,14.6
20.2,95.7,45.6,7.4,10.6,27.9,8.4,3.1,5.7,13.2,14.6
20.2,95.7,45.6,7.4,10.6,27.9,8.4,3.1,5.7,13.2,14.6
20.2,95.6,45.6,7.4,10.6,27.9,8.4,3.1,5.7,13.2,14.6
20.2,95.6,45.7,7.4,10.6,27.9,8.4,3.1,5.7,13.2,14.6
20.2,95.6,45.7,7.4,10.6,27.9,8.4,3.1,5.7,13.2,14.6
20.2,95.5,45.7,7.4,10.6,27.9,8.4,3.1,5.7,13.2,14.6
20.2,95.3,45.6,7.4,10.6,27.8,8.3,3.1,5.6,13.1,14.5
20.1,95.1,45.4,7.4,10.5,27.7,8.3,3.1,5.6,13.1,14.5
20.1,94.8,45.2,7.3,10.5,27.6,8.2,3.1,5.6,13.0,14.4
20.0,94.4,45.0,7.3,10.4,27.4,8.2,3.1,5.6,12.9,14.4
19.9,94.0,44.8,7.3,10.4,27.2,8.2,3.0,5.5,12.8,14.3
19.8,93.7,44.5,7.2,10.3,27.1,8.1,3.0,5.5,12.8,14.2
19.7,93.3,44.3,7.2,10.3,27.0,8.1,3.0,5.5,12.7,14.2
19.7,93.0,44.2,7.2,10.3,26.9,8.0,3.0,5.4,12.6,14.1
19.6,92.8,44.0,7.2,10.2,26.8,8.0,3.0,5.4,12.6,14.1
19.6,92.6,43.9,7.2,10.2,26.7,8.0,3.0,5.4,12.6,14.0
19.6,92.4,43.8,7.1,10.2,26.7,8.0,3.0,5.4,12.5,14.0
19.5,92.2,43.8,7.1,10.2,26.6,8.0,3.0,5.4,12.5,14.0
19.5,92.0,43.7,7.1,10.2,26.5,8.0,3.0,5.4,12.5,13.9
19.4,91.8,43.5,7.1,10.1,26.4,7.9,3.0,5.4,12.4,13.9
19.4,91.6,43.4,7.1,10.1,26.3,7.9,3.0,5.3,12.4,13.9
19.4,91.4,43.3,7.1,10.1,26.2,7.9,3.0,5.3,12.4,13.8
19.3,91.2,43.2,7.1,10.0,26.2,7.9,2.9,5.3,12.4,13.8
19.3,91.0,43.1,7.0,10.0,26.1,7.8,2.9,5.3,12.3,13.7
19.3,90.9,43.0,7.0,10.0,26.0,7.8,2.9,5.3,12.3,13.7
19.3,90.8,43.0,7.0,10.0,26.0,7.8,2.9,5.3,12.3,13.7
19.3,90.8,43.0,7.0,10.0,26.0,7.8,2.9,5.3,12.3,13.7
19.3,90.8,43.0,7.0,10.0,26.0,7.8,2.9,5.3,12.3,13.7
19.3,90.8,43.0,7.0,10.0,26.1,7.8,2.9,5.3,12.3,13.7
19.3,90.8,43.1,7.0,10.0,26.1,7.8,2.9,5.3,12.3,13.7
19.3,90.9,43.1,7.0,10.0,26.1,7.8,2.9,5.3,12.3,13.7
19.3,90.9,43.1,7.0,10.0,26.1,7.8,2.9,5.3,12.3,13.7
19.3,90.8,43.1,7.0,10.0,26.1,7.8,3.0,5.3,12.3,13.7
19.3,90.9,43.2,7.0,10.0,26.2,7.8,3.0,5.3,12.3,13.7
19.3,90.9,43.2,7.1,10.0,26.2,7.8,3.0,5.3,12.3,13.7
19.4,91.0,43.3,7.1,10.1,26.3,7.8,3.0,5.4,12.3,13.7
19.4,91.1,43.5,7.1,10.1,26.3,7.9,3.0,5.4,12.4,13.7
19.5,91.4,43.7,7.1,10.1,26.4,7.9,3.0,5.4,12.4,13.8
19.6,91.7,44.0,7.2,10.2,26.6,8.0,3.0,5.4,12.5,13.8
19.7,92.0,44.3,7.2,10.2,26.7,8.0,3.0,5.5,12.6,13.9
19.8,92.4,44.6,7.2,10.3,26.9,8.1,3.1,5.5,12.7,14.0
19.9,92.8,44.9,7.3,10.4,27.1,8.1,3.1,5.6,12.8,14.0
20.0,93.1,45.1,7.3,10.4,27.2,8.1,3.1,5.6,12.9,14.1
20.1,93.4,45.3,7.3,10.5,27.3,8.2,3.1,5.6,12.9,14.1
20.2,93.7,45.5,7.4,10.5,27.5,8.2,3.1,5.7,13.0,14.2
20.3,94.0,45.7,7.4,10.6,27.6,8.3,3.1,5.7,13.1,14.2
20.3,94.4,45.9,7.4,10.6,27.7,8.3,3.2,5.8,13.2,14.3
20.4,94.7,46.1,7.5,10.7,27.9,8.4,3.2,5.8,13.2,14.3
20.6,95.2,46.4,7.5,10.7,28.0,8.4,3.2,5.9,13.4,14.4
20.7,95.7,46.8,7.6,10.8,28.3,8.5,3.3,5.9,13.5,14.5
20.9,96.4,47.3,7.6,10.9,28.5,8.6,3.3,6.0,13.6,14.6
21.2,97.0,47.9,7.7,11.0,28.8,8.7,3.3,6.1,13.8,14.7
21.4,97.7,48.4,7.8,11.2,29.1,8.8,3.4,6.2,14.0,14.8
21.6,98.4,49.0,7.8,11.3,29.4,8.9,3.4,6.2,14.1,15.0
21.8,99.1,49.5,7.9,11.4,29.7,9.0,3.5,6.3,14.2,15.1
22.0,99.7,50.0,8.0,11.5,29.9,9.0,3.5,6.4,14.4,15.2
22.1,100.4,50.5,8.0,11.5,30.2,9.1,3.5,6.4,14.5,15.3
22.3,100.9,50.9,8.1,11.6,30.4,9.2,3.6,6.5,14.6,15.4
22.4,101.5,51.3,8.2,11.7,30.6,9.3,3.6,6.5,14.6,15.5
22.5,102.1,51.7,8.2,11.8,30.8,9.3,3.6,6.5,14.7,15.6
22.7,102.6,52.2,8.3,11.9,31.1,9.4,3.6,6.6,14.8,15.7
22.9,103.2,52.6,8.3,12.0,31.3,9.4,3.7,6.6,14.9,15.8
23.0,103.7,53.1,8.4,12.1,31.6,9.5,3.7,6.7,15.0,15.9
23.2,104.2,53.5,8.5,12.2,31.8,9.5,3.7,6.7,15.1,16.0
23.4,104.8,54.0,8.5,12.2,32.0,9.6,3.7,6.8,15.2,16.1
23.5,105.2,54.4,8.6,12.3,32.2,9.6,3.7,6.8,15.3,16.2
23.7,105.7,54.8,8.6,12.4,32.3,9.6,3.8,6.9,15.3,16.3
23.8,106.1,55.1,8.6,12.4,32.5,9.6,3.8,6.9,15.4,16.4
23.9,106.5,55.4,8.6,12.5,32.6,9.6,3.8,6.9,15.5,16.5
24.0,106.9,55.6,8.7,12.5,32.6,9.6,3.8,6.9,15.5,16.5
24.1,107.1,55.7,8.7,12.5,32.7,9.6,3.8,7.0,15.6,16.5
24.1,107.4,55.8,8.7,12.5,32.7,9.6,3.8,7.0,15.6,16.6
24.2,107.5,55.9,8.7,12.5,32.8,9.7,3.8,7.0,15.7,16.6
24.2,107.6,55.9,8.7,12.6,32.8,9.7,3.8,7.0,15.7,16.6
24.2,107.6,55.8,8.7,12.6,32.9,9.7,3.8,7.0,15.7,16.6
24.3,107.6,55.8,8.7,12.6,33.0,9.7,3.8,7.0,15.7,16.6
24.3,107.6,55.7,8.7,12.6,33.1,9.8,3.9,7.0,15.8,16.6
24.3,107.5,55.6,8.7,12.7,33.2,9.8,3.9,7.0,15.8,16.6
24.3,107.5,55.6,8.7,12.7,33.2,9.8,3.9,7.1,15.8,16.6
24.3,107.4,55.6,8.7,12.7,33.3,9.9,3.9,7.1,15.8,16.5
24.2,107.4,55.6,8.7,12.7,33.4,9.9,3.9,7.1,15.9,16.5
24.2,107.4,55.6,8.7,12.8,33.4,9.9,3.9,7.1,15.9,16.5
24.2,107.4,55.7,8.7,12.8,33.5,9.9,3.9,7.1,15.9,16.5
24.2,107.4,55.7,8.7,12.8,33.6,9.9,3.9,7.1,15.9,16.5
24.2,107.4,55.8,8.7,12.8,33.6,9.9,3.9,7.1,16.0,16.5
24.2,107.4,55.8,8.7,12.8,33.6,9.9,3.9,7.1,16.0,16.5
24.2,107.4,55.8,8.7,12.8,33.7,9.9,3.9,7.1,16.0,16.5
24.2,107.3,55.8,8.7,12.8,33.7,9.9,3.9,7.1,16.0,16.5
24.2,107.2,55.8,8.8,12.8,33.7,9.9,3.9,7.1,16.0,16.5
24.2,107.2,55.8,8.8,12.9,33.7,9.9,3.9,7.1,16.0,16.5
24.2,107.1,55.8,8.7,12.9,33.7,9.9,3.9,7.1,16.0,16.5
24.2,106.9,55.8,8.7,12.9,33.7,9.9,3.9,7.1,16.0,16.5
24.1,106.8,55.7,8.7,12.9,33.7,9.9,3.9,7.1,16.0,16.5
24.1,106.7,55.7,8.7,12.8,33.7,9.9,3.9,7.1,16.0,16.5
24.1,106.5,55.7,8.7,12.8,33.7,9.9,3.9,7.1,16.0,16.5
24.1,106.3,55.6,8.7,12.8,33.7,9.9,3.9,7.1,16.0,16.5
24.0,106.2,55.6,8.7,12.8,33.6,9.9,3.8,7.1,15.9,16.5
24.0,106.0,55.5,8.7,12.8,33.6,9.8,3.8,7.1,15.9,16.5
24.0,105.8,55.5,8.7,12.8,33.6,9.8,3.8,7.1,15.9,16.5
23.9,105.6,55.4,8.7,12.8,33.5,9.8,3.8,7.1,15.9,16.5
23.9,105.3,55.3,8.7,12.8,33.5,9.8,3.8,7.1,15.9,16.5
23.9,105.1,55.3,8.7,12.7,33.4,9.8,3.8,7.1,15.9,16.4
23.8,104.9,55.2,8.6,12.7,33.4,9.8,3.8,7.1,15.9,16.4
23.8,104.7,55.2,8.6,12.7,33.4,9.8,3.8,7.0,15.8,16.4
23.7,104.5,55.1,8.6,12.7,33.3,9.8,3.8,7.0,15.8,16.4
23.7,104.3,55.1,8.6,12.7,33.3,9.8,3.8,7.0,15.8,16.4
23.7,104.1,55.0,8.6,12.6,33.3,9.7,3.8,7.0,15.8,16.3
23.7,103.9,55.0,8.6,12.6,33.3,9.7,3.8,7.0,15.8,16.3
23.6,103.8,55.0,8.6,12.6,33.3,9.7,3.8,7.0,15.8,16.3
23.6,103.7,55.0,8.6,12.6,33.3,9.7,3.8,7.0,15.7,16.3
23.6,103.5,55.0,8.6,12.6,33.3,9.7,3.8,7.0,15.7,16.3
23.6,103.4,55.0,8.6,12.6,33.3,9.7,3.8,7.0,15.7,16.3
23.6,103.3,55.0,8.6,12.6,33.3,9.7,3.8,7.0,15.7,16.3
23.6,103.2,55.0,8.6,12.6,33.3,9.7,3.8,7.0,15.7,16.3
23.6,103.1,55.0,8.6,12.6,33.4,9.7,3.8,7.0,15.7,16.3
23.6,103.0,55.1,8.6,12.6,33.4,9.7,3.8,7.0,15.7,16.3
23.6,102.9,55.1,8.6,12.6,33.4,9.7,3.8,7.0,15.7,16.3
23.6,102.7,55.1,8.6,12.6,33.5,9.7,3.8,7.0,15.7,16.3
23.6,102.5,55.1,8.6,12.6,33.5,9.7,3.8,7.0,15.7,16.3
23.6,102.3,55.1,8.6,12.6,33.5,9.7,3.7,7.0,15.7,16.3
23.5,102.1,55.0,8.5,12.6,33.5,9.7,3.7,7.0,15.7,16.2
23.5,101.8,54.9,8.5,12.5,33.4,9.7,3.7,7.0,15.6,16.2
23.4,101.5,54.8,8.5,12.5,33.3,9.6,3.7,7.0,15.6,16.2
23.4,101.2,54.6,8.5,12.4,33.3,9.6,3.7,7.0,15.6,16.1
23.3,100.9,54.5,8.5,12.4,33.2,9.6,3.7,7.0,15.5,16.1
23.3,100.6,54.4,8.4,12.4,33.1,9.5,3.7,7.0,15.5,16.0
23.2,100.5,54.4,8.4,12.3,33.1,9.5,3.7,6.9,15.5,16.0
23.2,100.4,54.4,8.4,12.3,33.1,9.5,3.7,6.9,15.5,16.0
23.2,100.3,54.4,8.4,12.3,33.1,9.5,3.7,7.0,15.5,16.0
23.2,100.3,54.5,8.4,12.3,33.1,9.5,3.7,7.0,15.5,16.0
23.3,100.2,54.5,8.4,12.3,33.1,9.5,3.7,7.0,15.5,16.0
23.3,100.1,54.6,8.4,12.3,33.1,9.5,3.7,7.0,15.5,16.0
23.2,99.9,54.6,8.4,12.3,33.1,9.5,3.7,7.0,15.5,16.0
23.2,99.6,54.5,8.4,12.3,33.0,9.5,3.7,7.0,15.4,16.0
23.2,99.2,54.4,8.4,12.2,32.9,9.5,3.7,6.9,15.4,15.9
23.1,98.8,54.3,8.4,12.2,32.8,9.4,3.7,6.9,15.3,15.9
23.1,98.3,54.1,8.3,12.1,32.7,9.4,3.7,6.9,15.3,15.8
23.0,97.9,54.0,8.3,12.0,32.5,9.4,3.6,6.8,15.2,15.8
23.0,97.4,53.8,8.3,12.0,32.4,9.3,3.6,6.8,15.1,15.7
22.9,97.1,53.7,8.2,11.9,32.3,9.3,3.6,6.8,15.1,15.7
22.9,96.7,53.6,8.2,11.9,32.2,9.3,3.6,6.8,15.0,15.6
22.9,96.5,53.5,8.2,11.9,32.2,9.2,3.6,6.8,15.0,15.6
22.9,96.2,53.5,8.2,11.8,32.1,9.2,3.6,6.7,15.0,15.5
22.9,96.0,53.4,8.1,11.8,32.1,9.2,3.6,6.7,15.0,15.5
22.9,95.8,53.4,8.1,11.8,32.1,9.2,3.6,6.7,14.9,15.5
22.8,95.6,53.5,8.1,11.8,32.0,9.2,3.5,6.7,14.9,15.5
22.8,95.4,53.5,8.1,11.8,32.0,9.2,3.5,6.7,14.9,15.4
22.8,95.2,53.5,8.1,11.7,32.0,9.1,3.5,6.7,14.9,15.4
22.8,95.0,53.5,8.1,11.7,31.9,9.1,3.5,6.7,14.9,15.4
22.8,94.7,53.5,8.1,11.7,31.9,9.1,3.5,6.7,14.8,15.4
22.8,94.4,53.4,8.1,11.6,31.8,9.1,3.5,6.7,14.8,15.3
22.7,94.1,53.3,8.1,11.6,31.7,9.1,3.5,6.6,14.8,15.3
22.7,93.7,53.2,8.0,11.5,31.5,9.0,3.5,6.6,14.7,15.2
22.6,93.3,53.0,8.0,11.5,31.4,9.0,3.5,6.6,14.7,15.2
22.6,92.9,52.8,8.0,11.4,31.2,8.9,3.5,6.6,14.6,15.1
22.5,92.5,52.7,7.9,11.4,31.1,8.9,3.4,6.6,14.5,15.0
22.5,92.2,52.6,7.9,11.3,31.0,8.9,3.4,6.5,14.5,15.0
22.5,91.9,52.5,7.9,11.3,30.9,8.9,3.4,6.5,14.5,14.9
22.5,91.7,52.5,7.9,11.2,30.8,8.8,3.4,6.5,14.4,14.9
22.5,91.5,52.5,7.9,11.2,30.8,8.8,3.4,6.5,14.4,14.9
22.5,91.3,52.5,7.9,11.2,30.7,8.8,3.4,6.5,14.4,14.9
22.5,91.2,52.5,7.9,11.1,30.7,8.8,3.4,6.4,14.4,14.8
22.5,91.0,52.5,7.8,11.1,30.6,8.8,3.4,6.4,14.3,14.8
22.5,90.9,52.4,7.8,11.1,30.6,8.8,3.4,6.4,14.3,14.8
22.5,90.8,52.4,7.8,11.1,30.5,8.8,3.4,6.4,14.3,14.8
22.5,90.6,52.3,7.8,11.0,30.4,8.7,3.4,6.4,14.2,14.7
22.5,90.5,52.2,7.8,11.0,30.4,8.7,3.4,6.4,14.2,14.7
22.5,90.4,52.2,7.8,11.0,30.3,8.7,3.3,6.3,14.2,14.7
22.5,90.3,52.1,7.8,11.0,30.2,8.7,3.3,6.3,14.2,14.7
22.5,90.2,52.1,7.8,10.9,30.2,8.7,3.3,6.3,14.1,14.6
22.6,90.2,52.1,7.8,10.9,30.1,8.7,3.3,6.3,14.1,14.6
22.6,90.1,52.2,7.8,10.9,30.1,8.7,3.3,6.3,14.1,14.6
22.6,90.1,52.2,7.8,10.9,30.0,8.6,3.3,6.3,14.1,14.6
22.6,90.1,52.2,7.8,10.8,30.0,8.6,3.3,6.3,14.1,14.6
22.7,90.1,52.2,7.8,10.8,30.0,8.6,3.3,6.3,14.1,14.6
22.7,90.1,52.3,7.8,10.8,29.9,8.6,3.3,6.3,14.0,14.6
22.8,90.1,52.3,7.8,10.8,29.9,8.6,3.3,6.3,14.0,14.6
22.8,90.2,52.3,7.8,10.8,29.9,8.6,3.3,6.3,14.0,14.6
22.9,90.2,52.4,7.8,10.8,29.9,8.6,3.3,6.2,13.9,14.6
23.0,90.4,52.4,7.8,10.8,29.9,8.6,3.3,6.2,13.9,14.6
